FriendlyName,EntityType,Category,ObjectName
Raw Wolf Meat,Loot,Food,wolfmeat.raw (world)
Reactive Target,Loot,Items,target.reactive (world)
reactivetarget_deployed,Blacklist,N/A,assets/prefabs/deployable/reactive target/reactivetarget_deployed.prefab
Rear Seats Vehicle Module,Loot,Vehicle Parts,vehicle.1mod.rear.seats (world)
reclaimbackpack,Blacklist,N/A,assets/prefabs/gamemodes/objects/reclaim/reclaimbackpack.prefab
reclaimmanager,Blacklist,N/A,assets/prefabs/gamemodes/objects/reclaim/reclaimmanager.prefab
reclaimterminal,Blacklist,N/A,assets/prefabs/gamemodes/objects/reclaim/reclaimterminal.prefab
recycler_static,Blacklist,N/A,assets/bundled/prefabs/static/recycler_static.prefab
Red Berry,Loot,Berries,assets/bundled/prefabs/autospawn/collectable/berry-red/berry-red-collectable.prefab
Red Berry,Loot,Berries,assets/prefabs/plants/berrry/red/red_berry.entity.prefab
Red Berry,Loot,Berries,red.berry (world)
Red Berry Clone,Loot,Berries,clone.red.berry (world)
Red Berry Seed,Loot,Seeds,seed.red.berry (world)
Red Boomer,Loot,Items,firework.boomer.red (world)
Red Keycard,Loot,Items,keycard_red (world)
Red Roman Candle,Loot,Misc,firework.romancandle.red (world)
Red Volcano Firework,Loot,Misc,firework.volcano.red (world)
refinery_small_deployed,Blacklist,N/A,assets/prefabs/deployable/oil refinery/refinery_small_deployed.prefab
Reindeer Antlers,Loot,Misc,attire.reindeer.headband (world)
Reinforced Glass Window,Loot,Construction,wall.window.bars.toptier (world)
Reinforcements Listener,Blacklist,N/A,assets/prefabs/npc/ch47/reinforcementslistener.prefab
relationship_manager,Blacklist,N/A,assets/bundled/prefabs/system/server/relationship_manager.prefab
Repair Bench,Loot,Prefabs Deployable,assets/prefabs/deployable/repair bench/repairbench_deployed.prefab
Repair Bench,Loot,Items,box.repair.bench (world)
repairbench_static,Blacklist,N/A,assets/bundled/prefabs/static/repairbench_static.prefab
Research Paper,Loot,Items,researchpaper (world)
Research Table,Loot,Prefabs Deployable,assets/prefabs/deployable/research table/researchtable_deployed.prefab
Research Table,Loot,Items,research.table (world)
researchtable_static,Blacklist,N/A,assets/bundled/prefabs/static/researchtable_static.prefab
resourcedepositmanager,Blacklist,N/A,assets/bundled/prefabs/system/server/resourcedepositmanager.prefab
Revolver,Loot,Weapons,pistol.revolver (world)
RF Broadcaster,Loot,Electronics,electric.rf.broadcaster (world)
RF Pager,Loot,Electronics,rf_pager (world)
RF Receiver,Loot,Electronics,electric.rf.receiver (world)
RF Transmitter,Loot,Electronics,rf.detonator (world)
rfbroadcaster,Blacklist,N/A,assets/prefabs/deployable/playerioents/gates/rfbroadcaster/rfbroadcaster.prefab
rfbroadcasterstatic,Blacklist,N/A,assets/prefabs/io/electric/other/rfbroadcaster.static.prefab
rfreceiver,Blacklist,N/A,assets/prefabs/deployable/playerioents/gates/rfreceiver/rfreceiver.prefab
RHIB,Vehicle,Content Vehicles,assets/content/vehicles/boats/rhib/rhib.prefab
rhib_storage,Loot,Vehicle Parts,assets/content/vehicles/boats/rhib/subents/rhib_storage.prefab
Rifle Body,Loot,Components,riflebody (world)
Riot Helmet,Loot,Clothing,riot.helmet (world)
Road Sign,Loot,Road Sign,assets/content/props/roadsigns/roadsign1.prefab
Road Sign,Loot,Road Sign,assets/content/props/roadsigns/roadsign2.prefab
Road Sign,Loot,Road Sign,assets/content/props/roadsigns/roadsign3.prefab
Road Sign,Loot,Road Sign,assets/content/props/roadsigns/roadsign4.prefab
Road Sign,Loot,Road Sign,assets/content/props/roadsigns/roadsign5.prefab
Road Sign,Loot,Road Sign,assets/content/props/roadsigns/roadsign6.prefab
Road Sign,Loot,Road Sign,assets/content/props/roadsigns/roadsign7.prefab
Road Sign,Loot,Road Sign,assets/content/props/roadsigns/roadsign8.prefab
Road Sign,Loot,Road Sign,assets/content/props/roadsigns/roadsign9.prefab
Road Sign Jacket,Loot,Clothing,roadsign.jacket (world)
Road Sign Kilt,Loot,Clothing,roadsign.kilt (world)
Road Signs,Loot,Components,roadsigns (world)
Roadsign Gloves,Loot,Clothing,roadsign.gloves (world)
Roadsign Horse Armor,Loot,Clothing,horse.armor.roadsign (world)
rock,Loot,Prefabs Weapons,assets/prefabs/weapons/rock/rock.entity.prefab
Rock,Loot,Tools,rock (world)
Rocket,Loot,Ammo,ammo.rocket.basic (world)
Rocket,Loot,Ammo,assets/prefabs/ammo/rocket/rocket_basic.prefab
Rocket Launcher,Loot,Weapons,rocket.launcher (world)
rocket_crane_lift,Blacklist,N/A,assets/content/structures/rocket_crane/rocket_crane_lift.prefab
rocket_crane_lift_nd,Blacklist,N/A,assets/content/structures/rocket_crane/rocket_crane_lift_nd.prefab
rocket_crane_lift_trigger,Blacklist,N/A,assets/content/structures/rocket_crane/rocket_crane_lift_trigger.prefab
rocket_heli,Blacklist,N/A,assets/prefabs/npc/patrol helicopter/rocket_heli.prefab
rocket_heli_airburst,Blacklist,N/A,assets/prefabs/npc/patrol helicopter/rocket_heli_airburst.prefab
rocket_heli_napalm,Blacklist,N/A,assets/prefabs/npc/patrol helicopter/rocket_heli_napalm.prefab
rocket_launcher,Loot,Prefabs Weapons,assets/prefabs/weapons/rocketlauncher/rocket_launcher.entity.prefab
rocket_sam,Blacklist,N/A,assets/prefabs/npc/sam_site_turret/rocket_sam.prefab
romancandle,Blacklist,N/A,assets/prefabs/deployable/fireworks/romancandle.prefab
romancandle-blue,Blacklist,N/A,assets/prefabs/deployable/fireworks/romancandle-blue.prefab
romancandle-green,Blacklist,N/A,assets/prefabs/deployable/fireworks/romancandle-green.prefab
romancandle-violet,Blacklist,N/A,assets/prefabs/deployable/fireworks/romancandle-violet.prefab
roof,Blacklist,N/A,assets/prefabs/building core/roof/roof.prefab
rooftriangle,Blacklist,N/A,assets/prefabs/building core/roof.triangle/roof.triangle.prefab
Root Combiner,Loot,Electronics,electrical.combiner (world)
Rope,Loot,Components,rope (world)
Rotten Apple,Blacklist,N/A,apple.spoiled (world)
Row Boat,Vehicle,Content Vehicles,assets/content/vehicles/boats/rowboat/rowboat.prefab
rowboat_storage,Loot,Vehicle Parts,assets/content/vehicles/boats/rowboat/subents/rowboat_storage.prefab
Rug,Loot,Items,rug (world)
Rug Bear Skin,Loot,Items,rug.bear (world)
rugbeardeployed,Blacklist,N/A,assets/prefabs/deployable/rug/rug.bear.deployed.prefab
rugdeployed,Blacklist,N/A,assets/prefabs/deployable/rug/rug.deployed.prefab
RustigÃ© Egg - Blue,Loot,Misc,rustige_egg_b (world)
RustigÃ© Egg - Ivory,Loot,Misc,rustige_egg_d (world)
RustigÃ© Egg - Purple,Loot,Misc,rustige_egg_c (world)
RustigÃ© Egg - Red,Loot,Misc,rustige_egg_a (world)
rustigeegg_adeployed,Blacklist,N/A,assets/prefabs/misc/easter/faberge_egg_a/rustigeegg_a.deployed.prefab
rustigeegg_bdeployed,Blacklist,N/A,assets/prefabs/misc/easter/faberge_egg_b/rustigeegg_b.deployed.prefab
rustigeegg_cdeployed,Blacklist,N/A,assets/prefabs/misc/easter/faberge_egg_c/rustigeegg_c.deployed.prefab
rustigeegg_ddeployed,Blacklist,N/A,assets/prefabs/misc/easter/faberge_egg_d/rustigeegg_d.deployed.prefab
Saddle bag,Loot,Items,horse.saddlebag (world)
saddletest,Blacklist,N/A,assets/prefabs/vehicle/seats/saddletest.prefab
Salt Water,Loot,Resources,water.salt (world)
Salvaged Axe,Loot,Tools,axe.salvaged (world)
Salvaged Cleaver,Loot,Weapons,salvaged.cleaver (world)
Salvaged Hammer,Loot,Tools,hammer.salvaged (world)
Salvaged Icepick,Loot,Tools,icepick.salvaged (world)
Salvaged Shelves,Loot,Items,shelves (world)
Salvaged Sword,Loot,Weapons,salvaged.sword (world)
salvaged_cleaver,Loot,Prefabs Weapons,assets/prefabs/weapons/cleaver big/salvaged_cleaver.entity.prefab
salvaged_sword,Loot,Prefabs Weapons,assets/prefabs/weapons/sword/salvaged_sword.entity.prefab
SAM Ammo,Loot,Ammo,ammo.rocket.sam (world)
SAM Site,Loot,Weapons,samsite (world)
Sam Turret,Loot,Traps,assets/prefabs/npc/sam_site_turret/sam_site_turret_deployed.prefab
sam_ammo,Blacklist,N/A,assets/prefabs/npc/sam_site_turret/sam_ammo.prefab
sam_static,Loot,Traps,assets/prefabs/npc/sam_site_turret/sam_static.prefab
Sandbag Barricade,Loot,Construction,barricade.sandbags (world)
Santa Beard,Loot,Clothing,santabeard (world)
Santa Hat,Loot,Misc,santahat (world)
santasleigh,Blacklist,N/A,assets/prefabs/misc/xmas/sleigh/santasleigh.prefab
Satchel Charge,Loot,Tools,explosive.satchel (world)
Scarecrow,Blacklist,N/A,assets/prefabs/npc/scarecrow/scarecrow.prefab
Scarecrow,Loot,Misc,scarecrow (world)
Scarecrow Suit,Loot,Clothing,scarecrow.suit (world)
Scarecrow Wrap,Loot,Clothing,scarecrowhead (world)
scarecrowdeployed,Blacklist,N/A,assets/prefabs/misc/halloween/scarecrow/scarecrow.deployed.prefab
Scientist,PlayerNPC,N/A,assets/prefabs/npc/scientist/htn/scientist_astar_full_any.prefab
Scientist,PlayerNPC,N/A,assets/prefabs/npc/scientist/htn/scientist_full_any.prefab
Scientist,PlayerNPC,N/A,assets/prefabs/npc/scientist/htn/scientist_full_lr300.prefab
Scientist,PlayerNPC,N/A,assets/prefabs/npc/scientist/htn/scientist_full_mp5.prefab
Scientist,PlayerNPC,N/A,assets/prefabs/npc/scientist/htn/scientist_full_pistol.prefab
Scientist,PlayerNPC,N/A,assets/prefabs/npc/scientist/htn/scientist_full_shotgun.prefab
Scientist,PlayerNPC,N/A,assets/prefabs/npc/scientist/htn/scientist_junkpile_pistol.prefab
Scientist,PlayerNPC,N/A,assets/prefabs/npc/scientist/htn/scientist_turret_any.prefab
Scientist,PlayerNPC,N/A,assets/prefabs/npc/scientist/htn/scientist_turret_lr300.prefab
Scientist,PlayerNPC,N/A,assets/prefabs/npc/scientist/scientist.prefab
Scientist,PlayerNPC,N/A,assets/prefabs/npc/scientist/scientist_gunner.prefab
Scientist,PlayerNPC,N/A,assets/prefabs/npc/scientist/scientistjunkpile.prefab
Scientist,PlayerNPC,N/A,assets/rust.ai/agents/npcplayer/humannpc/scientist/scientistnpc.prefab
Scientist Corpse,Loot,Corpse,assets/prefabs/npc/scientist/scientist_corpse.prefab
Scientist Peacekeeper,PlayerNPC,N/A,assets/prefabs/npc/scientist/scientistpeacekeeper.prefab
Scientist Stationary,PlayerNPC,N/A,assets/prefabs/npc/scientist/scientiststationary.prefab
Scientist Suit,Loot,Clothing,hazmatsuit_scientist (world)
Scientist Suit,Loot,Clothing,hazmatsuit_scientist_peacekeeper (world)
scientistnpc_excavator,PlayerNPC,N/A,assets/rust.ai/agents/npcplayer/humannpc/scientist/scientistnpc_excavator.prefab
Scrap,Loot,Resources,scrap (world)
Scrap Heli,Vehicle,Content Vehicles,assets/content/vehicles/scrap heli carrier/scraptransporthelicopter.prefab
Scrap Transport,Loot,Corpse,assets/content/vehicles/scrap heli carrier/servergibs_scraptransport.prefab
ScrapTransportHeliRepair,Loot,Items,scraptransportheli.repair (world)
Search Light,Loot,Items,searchlight (world)
searchlightdeployed,Blacklist,N/A,assets/prefabs/deployable/search light/searchlight.deployed.prefab
Secret Lab Chair,Loot,Items,secretlabchair (world)
secretlabchairdeployed,Blacklist,N/A,assets/prefabs/deployable/secretlab chair/secretlabchair.deployed.prefab
Sedan,Vehicle,Content Vehicles,assets/content/vehicles/sedan_a/sedantest.entity.prefab
Semi Automatic Body,Loot,Components,semibody (world)
semi_auto_rifle,Loot,Prefabs Weapons,assets/prefabs/weapons/semi auto rifle/semi_auto_rifle.entity.prefab
Semi-Automatic Pistol,Loot,Weapons,pistol.semiauto (world)
Semi-Automatic Rifle,Loot,Weapons,rifle.semiauto (world)
sentrybandit,Loot,Content Props,assets/content/props/sentry_scientists/sentry.bandit.static.prefab
sentryscientist,Loot,Content Props,assets/content/props/sentry_scientists/sentry.scientist.static.prefab
Sewing Kit,Loot,Components,sewingkit (world)
Sheet Metal,Loot,Components,sheetmetal (world)
Industrial Door,Loot,Items,door.hinged.industrial.a (world)
Sheet Metal Door,Loot,Construction,door.hinged.metal (world)
shelves,Blacklist,N/A,assets/prefabs/deployable/shelves/shelves.prefab
Shirt,Loot,Clothing,shirt.collared (world)
Shop Front,Loot,Construction,wall.frame.shopfront (world)
shopkeeper_vm_invis,Blacklist,N/A,assets/prefabs/deployable/vendingmachine/npcvendingmachines/shopkeeper_vm_invis.prefab
Short Ice Wall,Loot,Construction,wall.ice.wall (world)
Shorts,Loot,Clothing,pants.shorts (world)
Shotgun Trap,Loot,Traps,guntrap (world)
shotgun_pump,Loot,Prefabs Weapons,assets/prefabs/weapons/sawnoff_shotgun/shotgun_pump.entity.prefab
shotgun_waterpipe,Loot,Prefabs Weapons,assets/prefabs/weapons/pipe shotgun/shotgun_waterpipe.entity.prefab
Shovel Bass,Loot,Instruments,fun.bass (world)
shreddable_pickuptruck,Blacklist,CheckThis,assets/content/vehicles/crane_magnet/shreddable_pickuptruck.prefab
shuttermetalembrasurea,Blacklist,N/A,assets/prefabs/building/wall.window.embrasure/shutter.metal.embrasure.a.prefab
shuttermetalembrasureb,Blacklist,N/A,assets/prefabs/building/wall.window.embrasure/shutter.metal.embrasure.b.prefab
shutterwooda,Blacklist,N/A,assets/prefabs/building/wall.window.shutter/shutter.wood.a.prefab
sickle,Loot,Prefabs Weapons,assets/prefabs/weapons/halloween/sickle/sickle.entity.prefab
Sickle,Loot,Weapons,sickle (world)
signhanging,Blacklist,N/A,assets/prefabs/deployable/signs/sign.hanging.prefab
signhangingbannerlarge,Blacklist,N/A,assets/prefabs/deployable/signs/sign.hanging.banner.large.prefab
signhangingornate,Blacklist,N/A,assets/prefabs/deployable/signs/sign.hanging.ornate.prefab
signhugewood,Blacklist,N/A,assets/prefabs/deployable/signs/sign.huge.wood.prefab
signlargewood,Blacklist,N/A,assets/prefabs/deployable/signs/sign.large.wood.prefab
signmediumwood,Blacklist,N/A,assets/prefabs/deployable/signs/sign.medium.wood.prefab
signneon125Ã—125,Blacklist,N/A,assets/prefabs/misc/xmas/neon_sign/sign.neon.125Ã—125.prefab
signneon125Ã—215,Blacklist,N/A,assets/prefabs/misc/xmas/neon_sign/sign.neon.125Ã—215.prefab
signneon125Ã—215animated,Blacklist,N/A,assets/prefabs/misc/xmas/neon_sign/sign.neon.125Ã—215.animated.prefab
signneonxl,Blacklist,N/A,assets/prefabs/misc/xmas/neon_sign/sign.neon.xl.prefab
signneonxlanimated,Blacklist,N/A,assets/prefabs/misc/xmas/neon_sign/sign.neon.xl.animated.prefab
signpictureframelandscape,Blacklist,N/A,assets/prefabs/deployable/signs/sign.pictureframe.landscape.prefab
signpictureframeportrait,Blacklist,N/A,assets/prefabs/deployable/signs/sign.pictureframe.portrait.prefab
signpictureframetall,Blacklist,N/A,assets/prefabs/deployable/signs/sign.pictureframe.tall.prefab
signpictureframexl,Blacklist,N/A,assets/prefabs/deployable/signs/sign.pictureframe.xl.prefab
signpictureframexxl,Blacklist,N/A,assets/prefabs/deployable/signs/sign.pictureframe.xxl.prefab
signpolebannerlarge,Blacklist,N/A,assets/prefabs/deployable/signs/sign.pole.banner.large.prefab
signpostdouble,Blacklist,N/A,assets/prefabs/deployable/signs/sign.post.double.prefab
signpostsingle,Blacklist,N/A,assets/prefabs/deployable/signs/sign.post.single.prefab
signposttown,Blacklist,N/A,assets/prefabs/deployable/signs/sign.post.town.prefab
signposttownroof,Blacklist,N/A,assets/prefabs/deployable/signs/sign.post.town.roof.prefab
signsmallwood,Blacklist,N/A,assets/prefabs/deployable/signs/sign.small.wood.prefab
silencer,Loot,Prefabs Weapons Mods,assets/prefabs/weapon mods/silencers/silencer.entity.prefab
Silencer,Loot,Weapons,weapon.mod.silencer (world)
Silver Egg,Loot,Misc,easter.silveregg (world)
Simple Handmade Sight,Loot,Weapons,weapon.mod.simplesight (world)
Simple Light,Loot,Electronics,electric.simplelight (world)
simplelight,Blacklist,N/A,assets/prefabs/deployable/playerioents/lights/simplelight.prefab
simplelight,Blacklist,N/A,assets/prefabs/io/electric/lights/simplelight.prefab
simplesight,Loot,Prefabs Weapons Mods,assets/prefabs/weapon mods/reddotsight/simplesight.entity.prefab
simplesightvm,Loot,Prefabs Weapons Mods,assets/prefabs/weapon mods/reddotsight/simplesight.vm.attachment.prefab
simpleswitch,Blacklist,N/A,assets/prefabs/io/electric/switches/simpleswitch/simpleswitch.prefab
Single Sign Post,Loot,Items,sign.post.single (world)
Siren Light,Loot,Electronics,electric.sirenlight (world)
sirenlightorange,Blacklist,N/A,assets/prefabs/io/electric/lights/sirenlightorange.prefab
Skull Door Knocker,Loot,Items,skulldoorknocker (world)
Skull Fire Pit,Loot,Misc,skull_fire_pit (world)
Skull Spikes,Loot,Items,skullspikes (world)
Skull Spikes,Loot,Items,skullspikes.candles (world)
Skull Spikes,Loot,Items,skullspikes.pumpkin (world)
Skull Trophy,Loot,Items,skull.trophy (world)
Skull Trophy,Loot,Items,skull.trophy.jar (world)
Skull Trophy,Loot,Items,skull.trophy.jar2 (world)
Skull Trophy,Loot,Items,skull.trophy.table (world)
skull_door_knocker,Blacklist,N/A,assets/prefabs/misc/halloween/skull_door_knocker/skull_door_knocker.prefab
skull_door_knockerdeployed,Blacklist,N/A,assets/prefabs/misc/halloween/skull_door_knocker/skull_door_knocker.deployed.prefab
skull_fire_pit,Blacklist,N/A,assets/prefabs/misc/halloween/skull_fire_pit/skull_fire_pit.prefab
skullspikesdeployed,Blacklist,N/A,assets/prefabs/misc/halloween/skull spikes/skullspikes.deployed.prefab
skulltrophydeployed,Blacklist,N/A,assets/prefabs/misc/halloween/trophy skulls/skulltrophy.deployed.prefab
Sled,Loot,Items,sled (world)
Sled,Loot,Items,sled.xmas (world)
sleddeployed,Blacklist,N/A,assets/prefabs/misc/xmas/sled/sled.deployed.prefab
sledseatfront,Blacklist,N/A,assets/prefabs/vehicle/seats/sledseatfront.prefab
sledseatrear,Blacklist,N/A,assets/prefabs/vehicle/seats/sledseatrear.prefab
Sleeping Bag,Loot,Sleeping Bag,sleepingbag (world)
sleepingbag_leather_deployed,Loot,Sleeping Bag,assets/prefabs/deployable/sleeping bag/sleepingbag_leather_deployed.prefab
sliding_blast_door,Blacklist,N/A,assets/content/structures/interactive_garage_door/sliding_blast_door.prefab
Slot Machine,Blacklist,N/A,assets/prefabs/misc/casino/slotmachine/slotmachine.prefab
Slot Machine Storage,Blacklist,N/A,assets/prefabs/misc/casino/slotmachine/slotmachinestorage.prefab
Small Candle Set,Loot,Items,smallcandles (world)
Small Chassis,Loot,Vehicle Parts,vehicle.chassis.2mod (world)
Small Generator,Loot,Electronics,electric.fuelgenerator.small (world)
Small Loot Bag,Loot,Items,halloween.lootbag.small (world)
Small Neon Sign,Loot,Electronics,sign.neon.125x125 (world)
Small Oil Refinery,Loot,Items,small.oil.refinery (world)
Small Planter Box,Loot,Items,planter.small (world)
Small Present,Loot,Misc,xmas.present.small (world)
Small Rechargable Battery,Loot,Electronics,electric.battery.rechargable.small (world)
Small Stash,Loot,Items,stash.small (world)
Small Stocking,Loot,Misc,stocking.small (world)
Small Trout,Loot,Food,fish.troutsmall (world)
Small Water Bottle,Loot,Food,smallwaterbottle (world)
Small Water Catcher,Loot,Construction,water.catcher.small (world)
Small Wooden Sign,Loot,Items,sign.wooden.small (world)
small_fuel_generatordeployed,Blacklist,N/A,assets/prefabs/deployable/playerioents/generators/fuel generator/small_fuel_generator.deployed.prefab
small_refinery_static,Blacklist,N/A,assets/bundled/prefabs/static/small_refinery_static.prefab
small_stash_deployed,Blacklist,N/A,assets/prefabs/deployable/small stash/small_stash_deployed.prefab
smallboatdriver,Blacklist,N/A,assets/prefabs/vehicle/seats/smallboatdriver.prefab
smallboatpassenger,Blacklist,N/A,assets/prefabs/vehicle/seats/smallboatpassenger.prefab
smallcandleset,Blacklist,N/A,assets/prefabs/misc/halloween/candles/smallcandleset.prefab
smallrechargablebatterydeployed,Blacklist,N/A,assets/prefabs/deployable/playerioents/batteries/smallrechargablebattery.deployed.prefab
smallscope,Loot,Prefabs Weapons Mods,assets/prefabs/weapon mods/smallscope/smallscope.entity.prefab
smallscopevm,Loot,Prefabs Weapons Mods,assets/prefabs/weapon mods/smallscope/smallscope.vm.attachment.prefab
Smart Alarm,Loot,Electronics,smart.alarm (world)
Smart Switch,Loot,Electronics,smart.switch (world)
smartalarm,Blacklist,N/A,assets/prefabs/deployable/playerioents/app/smartalarm/smartalarm.prefab
smartswitch,Blacklist,N/A,assets/prefabs/deployable/playerioents/app/smartswitch/smartswitch.prefab
smg,Loot,Prefabs Weapons,assets/prefabs/weapons/smg/smg.entity.prefab
SMG Body,Loot,Components,smgbody (world)
Smoke Grenade,Loot,Tools,grenade.smoke (world)
Smoke Rocket,Loot,Ammo,ammo.rocket.smoke (world)
Smoke Rocket,Loot,Ammo,assets/prefabs/ammo/rocket/rocket_smoke.prefab
smoke_grenadeweapon,Blacklist,N/A,assets/prefabs/tools/smoke grenade/smoke_grenade.weapon.prefab
Snap Trap,Loot,Traps,trap.bear (world)
Snow Jacket,Loot,Clothing,jacket.snow (world)
Snow Machine,Loot,Items,snowmachine (world)
Snowball,Loot,Items,snowball (world)
Snowball Gun,Loot,Items,snowballgun (world)
snowballentity,Blacklist,N/A,assets/prefabs/misc/xmas/snowball/snowball.entity.prefab
snowballgunentity,Blacklist,N/A,assets/prefabs/misc/xmas/snowballgun/snowballgun.entity.prefab
snowmachine,Blacklist,N/A,assets/prefabs/misc/xmas/snow_machine/models/snowmachine.prefab
Snowman,Loot,Items,snowman (world)
snowmandeployed,Blacklist,N/A,assets/prefabs/misc/xmas/snowman/snowman.deployed.prefab
Sofa,Loot,Items,sofa (world)
sofadeployed,Blacklist,N/A,assets/prefabs/deployable/sofa/sofa.deployed.prefab
sofaseat,Blacklist,N/A,assets/prefabs/deployable/sofa/seats/sofaseat.prefab
softcore,Blacklist,N/A,assets/prefabs/gamemodes/softcore.prefab
solarpanellargedeployed,Blacklist,N/A,assets/prefabs/deployable/playerioents/generators/solar_panels_roof/solarpanel.large.deployed.prefab
Sousaphone,Loot,Instruments,fun.tuba (world)
Space Suit,Loot,Clothing,hazmatsuit.spacesuit (world)
spas12,Loot,Prefabs Weapons,assets/prefabs/weapons/spas12/spas12.entity.prefab
Spas-12 Shotgun,Loot,Weapons,shotgun.spas12 (world)
spear_stone,Loot,Prefabs Weapons,assets/prefabs/weapons/stone spear/spear_stone.entity.prefab
spear_wooden,Loot,Prefabs Weapons,assets/prefabs/weapons/wooden spear/spear_wooden.entity.prefab
sphere,Blacklist,N/A,assets/prefabs/visualization/sphere.prefab
Spider Webs,Loot,Items,spiderweb (world)
spiderweba,Blacklist,N/A,assets/prefabs/misc/halloween/spiderweb/spiderweba.prefab
Spikes,Loot,Traps,assets/prefabs/deployable/floor spikes/spikes.floor.prefab
spikes_static,Blacklist,N/A,assets/bundled/prefabs/static/spikes_static.prefab
spinnerwheeldeployed,Blacklist,N/A,assets/prefabs/deployable/spinner_wheel/spinner.wheel.deployed.prefab
Spinning wheel,Loot,Items,spinner.wheel (world)
splitter,Blacklist,N/A,assets/prefabs/deployable/playerioents/splitter/splitter.prefab
splitter,Blacklist,N/A,assets/prefabs/io/electric/switches/splitter.prefab
Splitter,Loot,Electronics,electric.splitter (world)
Spoiled Chicken,Blacklist,N/A,chicken.spoiled (world)
Spoiled Human Meat,Blacklist,N/A,humanmeat.spoiled (world)
Spoiled Wolf Meat,Blacklist,N/A,wolfmeat.spoiled (world)
Spooky Speaker,Loot,Electronics,spookyspeaker (world)
spookyspeaker,Blacklist,N/A,assets/prefabs/misc/halloween/spookyspeaker/spookyspeaker.prefab
Sprinkler,Loot,Electronics,electric.sprinkler (world)
Stables Shopkeeper,PlayerNPC,N/A,assets/prefabs/npc/bandit/shopkeepers/stables_shopkeeper.prefab
Stag,Animal,N/A,assets/rust.ai/agents/stag/stag.prefab
stag.corpse,Loot,Corpse,assets/rust.ai/agents/stag/stag.corpse.prefab
standingdriver,Blacklist,N/A,assets/prefabs/vehicle/seats/standingdriver.prefab
Star Tree Topper,Loot,Misc,xmas.decoration.star (world)
staticrespawnzonebandit,Blacklist,N/A,assets/prefabs/gamemodes/softcore/staticrespawnzonebandit.prefab
staticrespawnzonecompound,Blacklist,N/A,assets/prefabs/gamemodes/softcore/staticrespawnzonecompound.prefab
Sticks,Loot,Items,sticks (world)
stocking_large_deployed,Blacklist,N/A,assets/prefabs/misc/xmas/stockings/stocking_large_deployed.prefab
stocking_small_deployed,Blacklist,N/A,assets/prefabs/misc/xmas/stockings/stocking_small_deployed.prefab
Stone,Loot,Collectable,assets/bundled/prefabs/autospawn/collectable/stone/stone-collectable.prefab
Stone Barricade,Loot,Construction,barricade.stone (world)
Stone Fireplace,Loot,Items,fireplace.stone (world)
Stone Hatchet,Loot,Tools,stonehatchet (world)
Stone Ore,Loot,Ore,assets/bundled/prefabs/autospawn/resource/ores/stone-ore.prefab
Stone Ore,Loot,Ore,assets/bundled/prefabs/autospawn/resource/ores_sand/stone-ore.prefab
Stone Ore,Loot,Ore,assets/bundled/prefabs/autospawn/resource/ores_snow/stone-ore.prefab
Stone Ore,Loot,Ore,assets/bundled/prefabs/radtown/ore_stone.prefab
Stone Pickaxe,Loot,Tools,stone.pickaxe (world)
Stone Spear,Loot,Weapons,spear.stone (world)
stone_pickaxe,Loot,Prefabs Weapons,assets/prefabs/weapons/stone pickaxe/stone_pickaxe.entity.prefab
stonehatchet,Loot,Prefabs Weapons,assets/prefabs/weapons/stone hatchet/stonehatchet.entity.prefab
Stones,Loot,Resources,stones (world)
Storage Monitor,Loot,Electronics,storage.monitor (world)
Storage Vehicle Module,Loot,Vehicle Parts,vehicle.1mod.storage (world)
storagemonitordeployed,Blacklist,N/A,assets/prefabs/deployable/playerioents/app/storagemonitor/storagemonitor.deployed.prefab
Strengthened Glass Window,Loot,Construction,wall.window.glass.reinforced (world)
Strobe Light,Loot,Electronics,strobelight (world)
strobelight,Loot,Content Props,assets/content/props/strobe light/strobelight.prefab
Sulfur,Loot,Collectable,assets/bundled/prefabs/autospawn/collectable/stone/sulfur-collectable.prefab
Sulfur,Loot,Resources,sulfur (world)
Sulfur Ore,Loot,Ore,assets/bundled/prefabs/autospawn/resource/ores/sulfur-ore.prefab
Sulfur Ore,Loot,Ore,assets/bundled/prefabs/autospawn/resource/ores_sand/sulfur-ore.prefab
Sulfur Ore,Loot,Ore,assets/bundled/prefabs/autospawn/resource/ores_snow/sulfur-ore.prefab
Sulfur Ore,Loot,Ore,assets/bundled/prefabs/radtown/ore_sulfur.prefab
Sulfur Ore,Loot,Ore,sulfur.ore (world)
Sunglasses,Loot,Clothing,sunglasses (world)
Sunglasses,Loot,Clothing,sunglasses02black (world)
Sunglasses,Loot,Clothing,sunglasses02camo (world)
Sunglasses,Loot,Clothing,sunglasses02red (world)
Sunglasses,Loot,Clothing,sunglasses03black (world)
Sunglasses,Loot,Clothing,sunglasses03chrome (world)
Sunglasses,Loot,Clothing,sunglasses03gold (world)
SUPER Stocking,Loot,Misc,stocking.large (world)
Supply Signal,Loot,Tools,supply.signal (world)
supply_drop,Blacklist,N/A,assets/prefabs/misc/supply drop/supply_drop.prefab
supplysignalweapon,Blacklist,N/A,assets/prefabs/tools/supply signal/supplysignal.weapon.prefab
Surgeon Scrubs,Loot,Clothing,halloween.surgeonsuit (world)
Survey Charge,Loot,Items,surveycharge (world)
survey_charge,Blacklist,N/A,assets/prefabs/tools/surveycharge/survey_charge.prefab
