FriendlyName,TypeName,EntityType,Category,Notes,ConfigName,CleanName,ModelName
Ada 4x4 Left Door,HatchbackDoors_Driver_WhiteRust,Loot,Vehicle Parts,,inventoryItem,Ada 4x4 Left Door,
HatchbackHood_GreenRust,HatchbackHood_GreenRust,Loot,Vehicle Parts,,inventoryItem,Ada 4x4 Hood,
Ada 4x4 Hood,HatchbackHood_WhiteRust,Loot,Vehicle Parts,,inventoryItem,Ada 4x4 Hood,
Ada 4x4 Trunk Door,HatchbackTrunk_BlueRust,Loot,Vehicle Parts,,inventoryItem,Ada 4x4 Trunk Door,
Ada 4x4 Trunk Door,HatchbackTrunk_GreenRust,Loot,Vehicle Parts,,inventoryItem,Ada 4x4 Trunk Door,
Ada 4x4 Trunk Door,HatchbackTrunk_WhiteRust,Loot,Vehicle Parts,,inventoryItem,Ada 4x4 Trunk Door,
Ada 4x4 Wheel,HatchbackWheel,Loot,Vehicle Parts,,carwheel,Ada 4x4 Wheel,
Hatchet,Hatchet,Loot,Tools,,inventoryItem,Hatchet,
Boxed Headlight Bulb,HeadlightH7_Box,Loot,Vehicle Parts,,inventoryItem,Boxed Headlight Bulb,
Head Torch,Headtorch_Black,Loot,Light Sources,,clothing,Head Torch,
Head Torch,Headtorch_Grey,Loot,Light Sources,,clothing,Head Torch,
Heat Pack,Heatpack,Loot,Equipment,,inventoryItem,Heat Pack,
Hiking Boots,HikingBoots_Black,Loot,Shoes,,clothing,Hiking Boots,
Hiking Boots,HikingBoots_Brown,Loot,Shoes,,clothing,Hiking Boots,
Trail Shoes,HikingBootsLow_Beige,Loot,Shoes,,clothing,Trail Shoes,
Trail Shoes,HikingBootsLow_Grey,Loot,Shoes,,clothing,Trail Shoes,
Hiking Jacket,HikingJacket_Blue,Loot,Shirts,,clothing,Hiking Jacket,
Hiking Jacket,HikingJacket_Green,Loot,Shirts,,clothing,Hiking Jacket,
Hiking Jacket,HikingJacket_Red,Loot,Shirts,,clothing,Hiking Jacket,
Hockey Helmet,HockeyHelmet_Blue,Loot,Headwear,,clothing,Hockey Helmet,
Hockey Helmet,HockeyHelmet_Red,Loot,Headwear,,clothing,Hockey Helmet,
Hockey Helmet,HockeyHelmet_White,Loot,Headwear,,clothing,Hockey Helmet,
Hoodie,Hoodie_Black,Loot,Shirts,,clothing,Hoodie,
Hoodie,Hoodie_Blue,Loot,Shirts,,clothing,Hoodie,
Hoodie,Hoodie_Brown,Loot,Shirts,,clothing,Hoodie,
Hoodie,Hoodie_Green,Loot,Shirts,,clothing,Hoodie,
Hoodie,Hoodie_Grey,Loot,Shirts,,clothing,Hoodie,
Hoodie,Hoodie_Red,Loot,Shirts,,clothing,Hoodie,
Hook,Hook,Loot,Fishing,,inventoryItem,Fishing Hook,
Hunter pants,HunterPants_Autumn,Loot,Pants,,clothing,Hunter pants,
Hunter pants,HunterPants_Brown,Loot,Pants,,clothing,Hunter pants,
Hunter pants,HunterPants_Spring,Loot,Pants,,clothing,Hunter pants,
Hunter pants,HunterPants_Summer,Loot,Pants,,clothing,Hunter pants,
Hunter pants,HunterPants_Winter,Loot,Pants,,clothing,Hunter pants,
Hunter Backpack,HuntingBag,Loot,Backpacks,,clothing,Hunter Backpack,
Hunter Jacket,HuntingJacket_Autumn,Loot,Shirts,,clothing,Hunter Jacket,
Hunter Jacket,HuntingJacket_Brown,Loot,Shirts,,clothing,Hunter Jacket,
Hunter Jacket,HuntingJacket_Spring,Loot,Shirts,,clothing,Hunter Jacket,
Hunter Jacket,HuntingJacket_Summer,Loot,Shirts,,clothing,Hunter Jacket,
Hunter Jacket,HuntingJacket_Winter,Loot,Shirts,,clothing,Hunter Jacket,
Hunting Knife,HuntingKnife,Loot,Melee Weapons,,inventoryItem,Hunting Knife,
Hunting Scope,HuntingOptic,Loot,Optics,,itemoptics,Hunting Scope,
BK-18,Izh18,Loot,Weapons,,Weapons,BK-18,
BK-43,Izh43Shotgun,Loot,Weapons,,Weapons,BK-43,
Jeans,Jeans_Black,Loot,Pants,,clothing,Jeans,
Jeans,Jeans_Blue,Loot,Pants,,clothing,Jeans,
Jeans,Jeans_Brown,Loot,Pants,,clothing,Jeans,
Jeans,Jeans_Green,Loot,Pants,,clothing,Jeans,
Running Shoes,JoggingShoes_Blue,Loot,Shoes,,clothing,Running Shoes,
Running Shoes,JoggingShoes_Red,Loot,Shoes,,clothing,Running Shoes,
Running Shoes,JoggingShoes_White,Loot,Shoes,,clothing,Running Shoes,
Jumpsuit,JumpsuitJacket_Blue,Loot,Shirts,,clothing,Jumpsuit Jacket,
Jumpsuit,JumpsuitJacket_Green,Loot,Shirts,,clothing,Jumpsuit Jacket,
Jumpsuit,JumpsuitJacket_Red,Loot,Shirts,,clothing,Jumpsuit Jacket,
Jumpsuit Pants,JumpsuitPants_Blue,Loot,Shirts,,clothing,Jumpsuit Pants,
Jumpsuit Pants,JumpsuitPants_Green,Loot,Pants,,clothing,Jumpsuit Pants,
Jumpsuit Pants,JumpsuitPants_Grey,Loot,Pants,,clothing,Jumpsuit Pants,
JumpsuitPants,JumpsuitPants_Red,Loot,Pants,,clothing,Jumpsuit Pants,
Jungle Boots,JungleBoots_Black,Loot,Shoes,,clothing,Jungle Boots,
Jungle Boots,JungleBoots_Green,Loot,Shoes,,clothing,Jungle Boots,
Kitchen Knife,KitchenKnife,Loot,Melee Weapons,,inventoryItem,Kitchen Knife,
KobraOptic,KobraOptic,Loot,Optics,,itemoptics,Kobra Sights,
LabCoat,LabCoat,Loot,Shirts,,clothing,Lab Coat,
Lactarius Mushroom,LactariusMushroom,Loot,Food,,inventoryItem,Red Pine Mushroom,
Large Gas Canister,LargeGasCanister,Loot,Liquid Containers,,inventoryItem,Large Gas Canister,
Leather Sewing Kit,LeatherSewingKit,Loot,Repair Kits,,inventoryItem,Leather Sewing Kit,
Lockpick,Lockpick,Loot,Tools,,inventoryItem,Lock Pick,
LugWrench,LugWrench,Loot,Tools,,inventoryItem,Tire Iron,
Smoke Grenade,M18SmokeGrenade_Green,Loot,Grenades,,inventoryItem,1-M8 Smoke Grenade,
Smoke Grenade,M18SmokeGrenade_White,Loot,Grenades,,inventoryItem,1-M8 Smoke Grenade,
M4_MPBttstck,M4_MPBttstck,Loot,Attachments,,inventoryItem,M4-A1 MP Buttstock,
M4-A1 MP Handguard,M4_MPHndgrd,Loot,Attachments,,inventoryItem,M4-A1 MP Handguard,
M4_OEBttstck,M4_OEBttstck,Loot,Attachments,,inventoryItem,M4-A1 Telescopic Buttstock,
M4-A1 Polymer Handguard,M4_PlasticHndgrd,Loot,Attachments,,inventoryItem,M4-A1 Polymer Handguard,
RVN Sights,M4_T3NRDSOptic,Loot,Optics,,itemoptics,RVN Sights,
M4A1,M4A1,Loot,Weapons,,Weapons,M4-A1,
Field Jacket,M65Jacket_Black,Loot,Shirts,,clothing,Field Jacket,
Field Jacket,M65Jacket_Khaki,Loot,Shirts,,clothing,Field Jacket,
Field Jacket,M65Jacket_Tan,Loot,Shirts,,clothing,Field Jacket,
6-M7 Frag Grenade,M67Grenade,Loot,Grenades,,inventoryItem,6-M7 Frag Grenade,
M68Optic,M68Optic,Loot,Optics,,itemoptics,Combat Sights,
Machete,Machete,Loot,Melee Weapons,,inventoryItem,Machete,
Macrolepiota Mushroom,MacrolepiotaMushroom,Loot,Food,,inventoryItem,Parasol Mushroom,
Kolt 1911 Mag,Mag_1911_7Rnd,Loot,Magazine,,ProxyMagazines,7rd Kolt 1911 Mag,
KA-101 Mag,Mag_AK101_30Rnd,Loot,Magazine,,ProxyMagazines,30rd KA-101 Mag,
KA-74 Mag,Mag_AK74_30Rnd,Loot,Magazine,,ProxyMagazines,30rd KA-74 Mag,
KA-M Mag,Mag_AKM_30Rnd,Loot,Magazine,,ProxyMagazines,30rd KA-M Mag,
KA-M Mag,Mag_AKM_Palm30Rnd,Loot,Magazine,,ProxyMagazines,30rd KA-M Polymer Mag,
10rd Mag-C Mag,Mag_CMAG_10Rnd,Loot,Magazine,,ProxyMagazines,10rd Mag-C Mag,
30rd Mag-C Mag,Mag_CMAG_30Rnd,Loot,Magazine,,ProxyMagazines,30rd Mag-C Mag,
CZ527 Mag,Mag_CZ527_5rnd,Loot,Magazine,,ProxyMagazines,5rd CR-527 Mag,
CR-61 Mag,Mag_CZ61_20Rnd,Loot,Magazine,,ProxyMagazines,20rd CR-61 Mag,
CR-75 Mag,Mag_CZ75_15Rnd,Loot,Magazine,,ProxyMagazines,15rd CR-75 Mag,
Deagle Mag,Mag_Deagle_9rnd,Loot,Magazine,,ProxyMagazines,9rd Deagle Mag,
LAR Mag,Mag_FAL_20Rnd,Loot,Magazine,,ProxyMagazines,20rd LAR Mag,
FX-45 Mag,Mag_FNX45_15Rnd,Loot,Magazine,,ProxyMagazines,15rd FX-45 Mag,
MK II Mag,Mag_MKII_10Rnd,Loot,Magazine,,ProxyMagazines,10rd MK II Mag,
SG5-K Mag,Mag_MP5_30Rnd,Loot,Magazine,,ProxyMagazines,30rd SG5-K Mag,
15rd Sporter 22 Mag,Mag_Ruger1022_15Rnd,Loot,Magazine,,ProxyMagazines,15rd Sporter 22 Mag,
30rd Sporter 22 Mag,Mag_Ruger1022_30Rnd,Loot,Magazine,,ProxyMagazines,30rd Sporter 22 Mag,
Saiga_5Rnd,Mag_Saiga_5Rnd,Loot,Magazine,,ProxyMagazines,5rd Vaiga Mag,
Vaiga Mag,Mag_Saiga_Drum20Rnd,Loot,Magazine,,ProxyMagazines,20rd Drum Vaiga Mag,
STANAG Mag,Mag_STANAG_30Rnd,Loot,Magazine,,ProxyMagazines,30rd Standardized Mag,
STANAG Mag,Mag_STANAGCoupled_30Rnd,Loot,Magazine,,ProxyMagazines,30rd Coupled Standardized Mag,
VSS Mag,Mag_VSS_10Rnd,Loot,Magazine,,ProxyMagazines,10rd VSS Mag,
Revolver,Magnum,Loot,Weapons,,Weapons,Revolver,
IJ-70,MakarovIJ70,Loot,Weapons,,Weapons,IJ-70,
Mens Suit Jacket,ManSuit_Beige,Loot,Shirts,,clothing,Mens Suit Jacket,
Mens Suit Jacket,ManSuit_Black,Loot,Shirts,,clothing,Mens Suit Jacket,
Mens Suit Jacket,ManSuit_Blue,Loot,Shirts,,clothing,Mens Suit Jacket,
Mens Suit Jacket,ManSuit_Brown,Loot,Shirts,,clothing,Mens Suit Jacket,
Mens Suit Jacket,ManSuit_Khaki,Loot,Shirts,,clothing,Mens Suit Jacket,
Mens Suit Jacket,ManSuit_LightGrey,Loot,Shirts,,clothing,Mens Suit Jacket,
Strawberry Jam,Marmalade,Loot,Food,,inventoryItem,Strawberry Jam,
Matches,Matchbox,Loot,Tools,,inventoryItem,Matches,
Scrub Hat,MedicalScrubsHat_Green,Loot,Headwear,,clothing,Scrub Hat,
Scrubs Pants,MedicalScrubsPants_Green,Loot,Pants,,clothing,Scrub Pants,
Scrub Shirt,MedicalScrubsShirt_Blue,Loot,Shirts,,clothing,Scrub T-Shirt,
Scrub Shirt,MedicalScrubsShirt_Green,Loot,Shirts,,clothing,Scrub T-Shirt,
Medium Gas Canister,MediumGasCanister,Loot,Liquid Containers,,inventoryItem,Medium Gas Canister,
Medium Tent Green,MediumTent_Green,Loot,Camping,,inventoryItem,Medium Tent,
Medium Tent Orange,MediumTent_Orange,Loot,Camping,,inventoryItem,Medium Tent,
Megaphone,Megaphone,Loot,Communication,,itemMegaphone,Megaphone,
Sheet Metal,MetalPlate,Loot,Crafting,,inventoryItem,Sheet Metal,
Metal Wire,MetalWire,Loot,Crafting,,inventoryItem,Metal Wire,
Tactical Helmet,Mich2001Helmet,Loot,Headwear,,clothing,Tactical Helmet,
Tactical Belt,MilitaryBelt,Loot,Belts,,clothing,Tactical Belt,
Beret,MilitaryBeret_CDF,Loot,Headwear,,clothing,Beret,
Beret,MilitaryBeret_NZ,Loot,Headwear,,clothing,Beret,
Beret,MilitaryBeret_Red,Loot,Headwear,,clothing,Beret,
Beret,MilitaryBeret_UN,Loot,Headwear,,clothing,Beret,
Assault Boots,MilitaryBoots_Black,Loot,Shoes,,clothing,Assault Boots,
Assault Boots,MilitaryBoots_Brown,Loot,Shoes,,clothing,Assault Boots,
Collar Dress,MiniDress_BlueChecker,Loot,Pants,,clothing,Collar Dress,
Dress,MiniDress_BrownChecker,Loot,Pants,,clothing,Collar Dress,
Dress,MiniDress_PinkChecker,Loot,Pants,,clothing,Collar Dress,
Collar Dress,MiniDress_RedChecker,Loot,Pants,,clothing,Collar Dress,
Collar Dress,MiniDress_WhiteChecker,Loot,Pants,,clothing,Collar Dress,
MKII,MKII,Loot,Weapons,,Weapons,MK II,
Morphine Auto-Injector,Morphine,Loot,Medical,,inventoryItem,Morphine Auto-Injector,
Mosin 91/30 Compensator,Mosin_Compensator,Loot,Attachments,,ItemSuppressor,Mosin 91/30 Compensator,
Mosin 91/30,Mosin9130,Loot,Weapons,,Weapons,Mosin 91/30,
Motorbike Helmet,MotoHelmet_Black,Loot,Headwear,,clothing,Motorbike Helmet,
Motorbike Helmet,MotoHelmet_Blue,Loot,Headwear,,clothing,Motorbike Helmet,
Motorbike Helmet,MotoHelmet_Green,Loot,Headwear,,clothing,Motorbike Helmet,
Motorbike Helmet,MotoHelmet_Grey,Loot,Headwear,,clothing,Motorbike Helmet,
Motorbike Helmet,MotoHelmet_Lime,Loot,Headwear,,clothing,Motorbike Helmet,
Motorbike Helmet,MotoHelmet_White,Loot,Headwear,,clothing,Motorbike Helmet,
Mountain Backpack,MountainBag_Green,Loot,Backpacks,,clothing,Mountain Backpack,
Mountain Backpack,MountainBag_Orange,Loot,Backpacks,,clothing,Mountain Backpack,
Mountain Backpack,MountainBag_Red,Loot,Backpacks,,clothing,Mountain Backpack,
MP5K,MP5K,Loot,Weapons,,Weapons,SG5-K,
MP5k_StockBttstck,MP5k_StockBttstck,Loot,Attachments,,inventoryItem,SG5-K Folding buttstock,
Boxed Nails,NailBox,Loot,Crafting,,inventoryItem,Boxed Nails,
NBC Boots,NBCBootsGray,Loot,Shoes,,clothing,NBC Boots,
NBC Pants,NBCPantsGray,Loot,Shoes,,clothing,NBC Pants,
Netting,Netting,Loot,Crafting,,inventoryItem,Netting,
Dust Mask,NioshFaceMask,Loot,Masks,,clothing,Dust Mask,
NVG Headstrap,NVGHeadstrap,Loot,Headwear,,clothing,NVG Headstrap,
Night Vision Goggles,NVGoggles,Loot,Optics,,itemoptics,Night Vision Goggles,
Nylon Knife Sheath,NylonKnifeSheath,Loot,Holsters,,clothing,Sheath,
Officer Cap,OfficerHat,Loot,Headwear,,clothing,Officer Cap,
Orienteering Compass,OrienteeringCompass,Loot,Navigation,,ItemCompass,Orienteering Compass,
OvenIndoor,OvenIndoor,Loot,Cooking,,inventoryItem,Fireplace,
Codeine Pills,PainkillerTablets,Loot,Medical,,inventoryItem,Codeine Pills,
Paramedic Jacket,ParamedicJacket_Blue,Loot,Shirts,,clothing,Paramedic Jacket,
Canopy Tent,PartyTent,Loot,Camping,Camping Gear,inventoryItem,Canopy Tent,
Canopy Tent,PartyTent_Blue,Loot,Camping,,inventoryItem,Canopy Tent,
PartyTent_Brown,PartyTent_Brown,Loot,Construction,,inventoryItem,Canopy Tent,
Pear,Pear,Loot,Food,,inventoryItem,Pear,
Packed Pepper Seeds,PepperSeedsPack,Loot,Seeds,,inventoryItem,Packed Pepper Seeds,
Lighter,PetrolLighter,Loot,Light Sources,,inventoryItem,Lighter,
Pickaxe,Pickaxe,Loot,Tools,,inventoryItem,Pickaxe,
Lumber Pile,PileOfWoodenPlanks,Loot,Equipment,,inventoryItem,Lumber Pile,
Pipe,Pipe,Loot,Tools,,inventoryItem,Pipe,
Pipe Wrench,PipeWrench,Loot,Tools,,inventoryItem,Pipe Wrench,
Handgun Scope,PistolOptic,Loot,Optics,,itemoptics,Handgun Scope,
Pistol Suppressor,PistolSuppressor,Loot,Attachments,,ItemSuppressor,Pistol Suppressor,
Holster,PlateCarrierHolster,Loot,Holsters,,clothing,Holster,
Pouches,PlateCarrierPouches,Loot,Holsters,,inventoryItem,Pouches,
Pleurotus Mushroom,PleurotusMushroom,Loot,Food,,inventoryItem,Oyster Mushroom,
Pliers,Pliers,Loot,Tools,,inventoryItem,Pliers,
Plum,Plum,Loot,Food,,inventoryItem,Plum,
Gas Lamp,PortableGasLamp,Loot,Light Sources,,inventoryItem,Gas Lamp,
Gas Stove,PortableGasStove,Loot,Cooking,,inventoryItem,Gas Stove,
Potato,Potato,Loot,Food,,inventoryItem,Potato,
Powdered Milk,PowderedMilk,Loot,Food,,inventoryItem,Powdered Milk,
Power Generator,PowerGenerator,Loot,Electricity,Camping Gear,inventoryItem,Power Generator,
PSO-1-1 Scope,PSO11Optic,Loot,Optics,,itemoptics,PSO-1-1 Scope,
Packed Pumpkin Seeds,PumpkinSeedsPack,Loot,Seeds,,inventoryItem,Packed Pumpkin Seeds,
Chlorine Tablets,PurificationTablets,Loot,Medical,,inventoryItem,Chlorine Tablets,
PU Scope,PUScopeOptic,Loot,Optics,,itemoptics,PU Scope,
Quilted Jacket,QuiltedJacket_Black,Loot,Shirts,,clothing,Quilted Jacket,
Quilted Jacket,QuiltedJacket_Blue,Loot,Shirts,,clothing,Quilted Jacket,
Quilted Jacket,QuiltedJacket_Grey,Loot,Shirts,,clothing,Quilted Jacket,
Quilted Jacket,QuiltedJacket_Orange,Loot,Shirts,,clothing,Quilted Jacket,
Quilted Jacket,QuiltedJacket_Red,Loot,Shirts,,clothing,Quilted Jacket,
Quilted Jacket,QuiltedJacket_Violet,Loot,Shirts,,clothing,Quilted Jacket,
Quilted Jacket,QuiltedJacket_Yellow,Loot,Shirts,,clothing,Quilted Jacket,
Radar Cap,RadarCap_Black,Loot,Headwear,,clothing,Radar Cap,
Radar Cap,RadarCap_Blue,Loot,Headwear,,clothing,Radar Cap,
Radar Cap,RadarCap_Brown,Loot,Headwear,,clothing,Radar Cap,
Radar Cap,RadarCap_Green,Loot,Headwear,,clothing,Radar Cap,
Rag,Rag,Loot,Medical,,inventoryItem,Rag,
Raincoat,Raincoat_Blue,Loot,Shirts,,clothing,Raincoat,
Raincoat,Raincoat_Orange,Loot,Shirts,,clothing,Raincoat,
Raincoat,Raincoat_Pink,Loot,Shirts,,clothing,Raincoat,
Raincoat,Raincoat_Yellow,Loot,Shirts,,clothing,Raincoat,
Rangefinder,Rangefinder,Loot,Optics,,itemoptics,Rangefinder,
Smoke Grenade,RDG2SmokeGrenade_White,Loot,Grenades,,inventoryItem,EGD-2 Smoke Grenade,
Baraka Sights,ReflexOptic,Loot,Optics,,itemoptics,Baraka Sights,
Repeater Carbine,Repeater,Loot,Weapons,,Weapons,Repeater Carbine,
Rice,Rice,Loot,Food,,inventoryItem,Rice,
Rope,Rope,Loot,Crafting,,inventoryItem,Rope,
Saline Bag,SalineBag,Loot,Medical,,inventoryItem,Saline Bag,
Sardines,SardinesCan,Loot,Food,,inventoryItem,Canned Sardines,
Screwdriver,Screwdriver,Loot,Tools,,inventoryItem,Screwdriver,
Sea Chest,SeaChest,Loot,Large Storage,Camping Gear,inventoryItem,Sea Chest,
Sarka 120 Front Left Door,Sedan_02_Door_1_1_RedRust,Loot,Vehicle Parts,,inventoryItem,Sarka 120 Front Left Door,
Sarka 120 Rear Left Door,Sedan_02_Door_1_2_GreyRust,Loot,Vehicle Parts,,inventoryItem,Sarka 120 Rear Left Door,
Sarka 120 Rear Left Door,Sedan_02_Door_1_2_YellowRust,Loot,Vehicle Parts,,inventoryItem,Sarka 120 Rear Left Door,
Sarka 120 Front Right Door,Sedan_02_Door_2_1_GreyRust,Loot,Vehicle Parts,,inventoryItem,Sarka 120 Front Right Door,
Sarka 120 Front Right Door,Sedan_02_Door_2_1_YellowRust,Loot,Vehicle Parts,,inventoryItem,Sarka 120 Front Right Door,
Sedan_02_Door_2_2_RedRust,Sedan_02_Door_2_2_RedRust,Loot,Vehicle Parts,,inventoryItem,Sarka 120 Rear Right Door,
Sedan_02_Door_2_2_YellowRust,Sedan_02_Door_2_2_YellowRust,Loot,Vehicle Parts,,inventoryItem,Sarka 120 Rear Right Door,
Sarka 120 Hood,Sedan_02_Hood_RedRust,Loot,Vehicle Parts,,inventoryItem,Sarka 120 Hood,
Sedan_02_Trunk_GreyRust,Sedan_02_Trunk_GreyRust,Loot,Vehicle Parts,,inventoryItem,Sarka 120 Trunk Door,
Sarka 120 Trunk Door,Sedan_02_Trunk_YellowRust,Loot,Vehicle Parts,,inventoryItem,Sarka 120 Trunk Door,
Sarka 120 Wheel,Sedan_02_Wheel,Loot,Vehicle Parts,,carwheel,Sarka 120 Wheel,
Sewing Kit,SewingKit,Loot,Repair Kits,,inventoryItem,Sewing Kit,
Shelter Stick,ShelterStick,Loot,Equipment,,inventoryItem,Improvised Shelter,
Shirt,Shirt_BlueCheck,Loot,Shirts,,clothing,Shirt,
Shirt,Shirt_BlueCheckBright,Loot,Shirts,,clothing,Shirt,
Shirt,Shirt_PlaneBlack,Loot,Shirts,,clothing,Shirt,
Shirt,Shirt_RedCheck,Loot,Shirts,,clothing,Shirt,
Shirt,Shirt_WhiteCheck,Loot,Shirts,,clothing,Shirt,
Denim Shorts,ShortJeans_Black,Loot,Pants,,clothing,Denim Shorts,
Denim Shorts,ShortJeans_Blue,Loot,Pants,,clothing,Denim Shorts,
Denim Shorts,ShortJeans_Darkblue,Loot,Pants,,clothing,Denim Shorts,
Denim Shorts,ShortJeans_Green,Loot,Pants,,clothing,Denim Shorts,
Denim Shorts,ShortJeans_Red,Loot,Pants,,clothing,Denim Shorts,
Shovel,Shovel,Loot,Tools,,inventoryItem,Shovel,
Skate Helmet,SkateHelmet_Black,Loot,Headwear,,clothing,Skate Helmet,
Skate Helmet,SkateHelmet_Green,Loot,Headwear,,clothing,Skate Helmet,
Skirt,Skirt_Red,Loot,Shirts,,clothing,Denim Skirt,
Skirt,Skirt_White,Loot,Shirts,,clothing,Denim Skirt,
Skirt,Skirt_Yellow,Loot,Shirts,,clothing,Denim Skirt,
SK 59/66 Bayonet,SKS_Bayonet,Loot,Attachments,,inventoryItem,SK 59/66 Bayonet,
Suit Pants,SlacksPants_Beige,Loot,Pants,,clothing,Suit Pants,
Suit Pants,SlacksPants_Blue,Loot,Pants,,clothing,Suit Pants,
Suit Pants,SlacksPants_DarkGrey,Loot,Pants,,clothing,Suit Pants,
Suit Pants,SlacksPants_LightGrey,Loot,Pants,,clothing,Suit Pants,
Sledgehammer,SledgeHammer,Loot,Tools,,inventoryItem,Sledgehammer,
Small Gas Canister,SmallGasCanister,Loot,Liquid Containers,,inventoryItem,Small Gas Canister,
Protective Case,SmallProtectorCase,Loot,Small Storage,,inventoryItem,Protective Case,
Small Stone,SmallStone,Loot,Crafting,,inventoryItem,Small Stone,
Sneakers,Sneakers_Black,Loot,Shoes,,clothing,Sneakers,
Sneakers,Sneakers_Gray,Loot,Shoes,,clothing,Sneakers,
Sneakers,Sneakers_Red,Loot,Shoes,,clothing,Sneakers,
Sneakers,Sneakers_White,Loot,Shoes,,clothing,Sneakers,
Mad Monk Kvass,SodaCan_Kvass,Loot,Food,,inventoryItem,Mad Monk Kvass,
Pipsi Cola,SodaCan_Pipsi,Loot,Food,,inventoryItem,Pipsi Cola,
Sprite,SodaCan_Spite,Loot,Food,,inventoryItem,Spite Lemonade,
Spaghetti,SpaghettiCan,Loot,Food,,inventoryItem,Canned Spaghetti,
Spark Plug,SparkPlug,Loot,Vehicle Parts,,inventoryItem,Spark Plug,
Glasses,SportGlasses_Black,Loot,Eyewear,,clothing,Athletic Sunglasses,
Glasses,SportGlasses_Blue,Loot,Eyewear,,clothing,Athletic Sunglasses,
Glasses,SportGlasses_Green,Loot,Eyewear,,clothing,Athletic Sunglasses,
Glasses,SportGlasses_Orange,Loot,Eyewear,,clothing,Athletic Sunglasses,
Construction Light,Spotlight,Loot,Light Sources,Camping Gear,inventoryItem,Construction Light,
Combat Helmet,Ssh68Helmet,Loot,Headwear,,clothing,Combat Helmet,
Steak Knife,SteakKnife,Loot,Melee Weapons,,inventoryItem,Steak Knife,
Surgical Gloves,SurgicalGloves_Blue,Loot,Gloves,,clothing,Surgical Gloves,
Surgical Gloves,SurgicalGloves_Green,Loot,Gloves,,clothing,Surgical Gloves,
Surgical Gloves,SurgicalGloves_White,Loot,Gloves,,clothing,Surgical Gloves,
Surgical Mask,SurgicalMask,Loot,Masks,,clothing,Surgical Mask,
SVD,SVD,Loot,Weapons,,Weapons,VSD,
Sweater,Sweater_Blue,Loot,Shirts,,clothing,Sweater,
Sweater,Sweater_Green,Loot,Shirts,,clothing,Sweater,
Sweater,Sweater_Red,Loot,Shirts,,clothing,Sweater,
Tactical Gloves,TacticalGloves_Beige,Loot,Gloves,,clothing,Tactical Gloves,
Tactical Gloves,TacticalGloves_Black,Loot,Gloves,,clothing,Tactical Gloves,
Tactical Shirt,TacticalShirt_Tan,Loot,Shirts,,clothing,Tactical Shirt,
Taloon Bag,TaloonBag_Blue,Loot,Backpacks,,clothing,Hiking Backpack,
Taloon Bag,TaloonBag_Green,Loot,Backpacks,,clothing,Hiking Backpack,
Taloon Bag,TaloonBag_Orange,Loot,Backpacks,,clothing,Hiking Backpack,
Telnyashka,TelnyashkaShirt,Loot,Shirts,,clothing,Telnyashka,
Tetracycline Pills,TetracyclineAntibiotics,Loot,Medical,,inventoryItem,Tetracycline Pills,
Thermometer,Thermometer,Loot,Medical,,inventoryItem,Medical Thermometer,
Classic Glasses,ThickFramesGlasses,Loot,Eyewear,,clothing,Classic Glasses,
Slim Glasses,ThinFramesGlasses,Loot,Eyewear,,clothing,Slim Glasses,
Tire Repair Kit,TireRepairKit,Loot,Repair Kits,,inventoryItem,Tire Repair Kit,
Tomato,Tomato,Loot,Food,,inventoryItem,Tomato,
Tomato Seeds,TomatoSeedsPack,Loot,Seeds,,inventoryItem,Packed Tomato Seeds,
Combat Backpack,TortillaBag,Loot,Backpacks,,clothing,Combat Backpack,
Tracksuit Jacket,TrackSuitJacket_Black,Loot,Shirts,,clothing,Tracksuit Jacket,
Tracksuit Jacket,TrackSuitJacket_Blue,Loot,Shirts,,clothing,Tracksuit Jacket,
Tracksuit Jacket,TrackSuitJacket_LightBlue,Loot,Shirts,,clothing,Tracksuit Jacket,
Tracksuit Jacket,TrackSuitJacket_Red,Loot,Shirts,,clothing,Tracksuit Jacket,
Tracksuit Pants,TrackSuitPants_Black,Loot,Pants,,clothing,Tracksuit Pants,
Tracksuit Pants,TrackSuitPants_Blue,Loot,Pants,,clothing,Tracksuit Pants,
Tracksuit Pants,TrackSuitPants_LightBlue,Loot,Pants,,clothing,Tracksuit Pants,
Tracksuit Pants,TrackSuitPants_Red,Loot,Pants,,clothing,Tracksuit Pants,
Tripod,Tripod,Loot,Equipment,,inventoryItem,Campfire Tripod,
M3S Left Door,Truck_01_Door_1_1,Loot,Vehicle Parts,,inventoryItem,M3S Left Door,
M3S Left Door,Truck_01_Door_1_1_Blue,Loot,Vehicle Parts,,inventoryItem,M3S Left Door,
M3S Left Door,Truck_01_Door_1_1_Orange,Loot,Vehicle Parts,,inventoryItem,M3S Left Door,
M3S Right Door,Truck_01_Door_2_1,Loot,Vehicle Parts,,inventoryItem,M3S Right Door,
M3S Right Door,Truck_01_Door_2_1_Blue,Loot,Vehicle Parts,,inventoryItem,M3S Right Door,
M3S Right Door,Truck_01_Door_2_1_Orange,Loot,Vehicle Parts,,inventoryItem,M3S Right Door,
Truck_01_Hood,Truck_01_Hood,Loot,Vehicle Parts,,inventoryItem,M3S Hood,
Truck_01_Hood_Blue,Truck_01_Hood_Blue,Loot,Vehicle Parts,,inventoryItem,M3S Hood,
M3S Hood,Truck_01_Hood_Orange,Loot,Vehicle Parts,,inventoryItem,M3S Hood,
