Id,FriendlyName,Category,Priority
_5a9fbacda2750c00141e080f,Rotor43 7.62x39,Attachments,1 Low
_5e01ea19e9dc277128008c0b,Rotor43 7.62x54,Attachments,1 Low
_5a9fb739a2750c003215717f,Rotor43 9x19,Attachments,1 Low
_57ee59b42459771c7b045da5,Kedr RIS,Attachments,0 None
_5e01e9e273d8eb11426f5bc3,SVD-S thr.,Attachments,0 None
_5449016a4bdc2d6f028b456f,Roubles,Money,0 None
_5aa2b923e5b5b000137b7589,RGlass,Vanity,0 None
_5d1b31ce86f7742523398394,R-pliers,Barter Items,0 None
_5beed0f50db834001c062b12,RPK-16,Weapons LMG,4 Ultra
_5cf4fb76d7f00c065703d3ac,Pillau,Attachments,0 None
_5b39ffbd5acfc47a8773fb06,Hogue P226,Attachments,0 None
_544fb62a4bdc2dfb738b4568,Pineapp.Jc.,Food,2 Medium
_57347d3d245977448f7b7f61,Croutons,Food,0 None
_5addba3e5acfc4001669f0ab,.062 blade,Attachments,0 None
_5aafa49ae5b5b00015042a58,.125 blade,Attachments,0 None
_578f8782245977354405a1e3,Safe,Lootable,0 None
_5dfcd0e547101c39625f66f9,SAG MK1,Attachments,0 None
_5c78f2612e221600114c9f0d,SAI QD Rail,Attachments,0 None
_5c78f2492e221600114c9f04,"SAI 14.5"" QD Rail foregrip for AR15",Attachments,0 None
_5c78f2882e22165df16b832e,Jail Break,Attachments,0 None
_5a966f51a2750c00156aacf6,SAI-02,Attachments,0 None
_576165642459773c7a400233,Saiga-12,Weapons SG,0 None
_59f9cabd86f7743a10721f46,Saiga-9,Weapons SMG,0 None
_544fb45d4bdc2dee738b4568,Salewa,Meds,2 Medium
_59e3606886f77417674759a5,NaCl,Barter Items,0 None
_5a80a29286f7742b25692012,Resort,Tools,0 None
_5a43957686f7742a2c2f11b0,Santa's hat,Vanity,4 Ultra
_5a294d7c86f7740651337cf9,SAS disk with drones,Quest,0 None
_5a294d8486f774068638cd93,SAS disk with drones,Quest,0 None
_590c37d286f77443be3d7827,SAS,Barter Items,3 High
_5bfd4cc90db834001d23e846,200mm Mosin barrel,Attachments,0 None
_5bfd4cd60db834001c38f095,220mm Mosin barrel,Attachments,0 None
_5bfd36290db834001966869a,Sawn off sniper Mosin Stock,Attachments,0 None
_5bfd36ad0db834001c38ef66,Sawn off Mosin stock,Attachments,0 None
_57616a9e2459773c7a400234,Sb.5,Attachments,0 None
_56e335e4d2720b6c058b456d,ScavBP,Backpack,0 None
_572b7adb24597762ae139821,Scav Vest,Chest Rig,0 None
_5d40412b86f7743cb332ac3a,Shampoo,Barter Items,0 None
_55818ae44bdc2dde698b456c,Scope,Parent Element,-1 Blacklist
_5de6558e9f98ac2bc65950fc,215 mount,Attachments,0 None
_57347c77245977448d35f6e2,Screw nut,Barter Items,0 None
_590c2d8786f774245b1f03f3,Screwdriver,Barter Items,0 None
_5b057b4f5acfc4771e1bd3e9,SE-5,Attachments,0 None
_591093bb86f7747caa7bb2ee,Sealed letter,Quest,0 None
_5939e9b286f77462a709572c,Sealed letter,Quest,0 None
_566168634bdc2d144c8b456c,Searchable item,Parent Element,-1 Blacklist
_5939e5a786f77461f11c0098,Secure case for documents 0013,Quest,0 None
_5938188786f77474f723e87f,Secure case for documents 0031,Quest,0 None
_593965cf86f774087a77e1b6,Secure case for documents 0048,Quest,0 None
_5938878586f7741b797c562f,Secure case for documents 0052,Quest,0 None
_5a6860d886f77411cd3a9e47,Secure case for documents 0060,Quest,0 None
_591092ef86f7747bb8703422,Secure case for documents n.0022,Quest,0 None
_544a11ac4bdc2d470e8b456a,Secure container Alpha,Port. Container,5 Super
_5857a8b324597729ab0a0e7d,Secure container Beta,Port. Container,5 Super
_5c0a794586f77461c458f892,Secure container Boss,Unknown,0 None
_59db794186f77448bc595262,Secure container Epsilon,Port. Container,5 Super
_5857a8bc2459772bad15db29,Secure container Gamma,Port. Container,5 Super
_5c093ca986f7740a1867ab12,Secure container Kappa,Port. Container,5 Super
_590c621186f774138d11ea29,Flash drive,Barter Items,3 High
_5a78813bc5856700186c4abe,SGA M870,Attachments,0 None
_5a718f958dc32e00094b97e7,G 50rnd,Attachments,0 None
_5ab8f85d86f7745cd93a1cf5,Shemagh,Vanity,0 None
_5b4325355acfc40019478126,var. 2,Vanity,0 None
_5a8036fb86f77407252ddc02,Shoreline,Tools,0 None
_5b800ed086f7747baf6e2f9e,Hex.,Attachments,0 None
_5b84038986f774774913b0c1,Short length rail for Hexagon (Anodized Red),Attachments,0 None
_5447b6094bdc2dc3278b4567,Shotgun,Parent Element,-1 Blacklist
_5c08f87c0db8340019124324,SHPM,Helmet,0 None
_5943d9c186f7745a13413ac9,Shrapnel,Ammo,0 None
_5e54f76986f7740366043752,Shroud,Vanity,3 High
_5d08d21286f774736e7c94c3,KSH,Keys,3 High
_590c35a486f774273531c822,Shus,Barter Items,0 None
_5c791e872e2216001219c40a,"SI ""Cobra tactical"" tactical grip",Attachments,0 None
_5c793fb92e221644f31bfb64,SI blk bfrtb,Attachments,1 Low
_5c793fc42e221600114ca25d,Advanced Tube,Attachments,1 Low
_5cf50850d7f00c056e24104c,SI Enhanced pistol grip for AK,Attachments,0 None
_5cf508bfd7f00c056e24104e,EPG AK,Attachments,0 None
_5c1a1cc52e221602b3136e3d,M Frame,Vanity,0 None
_5c793fde2e221601da358614,Viper Mod.1,Attachments,0 None
_57adff4f24597737f373b6e6,BRAVO4,Attachments,3 High
_58949edd86f77409483e16a9,SIG double latch charging handle for MPX,Attachments,0 None
_5894a73486f77426d259076c,SIG Front Flip Up,Attachments,0 None
_5894a81786f77427140b8347,SIG Rearsight Flip Up,Attachments,0 None
_58948c8e86f77409493f7266,MPX,Weapons SMG,4 Ultra
_58a56f8d86f774651579314c,2In. Gen1,Attachments,0 None
_58a5c12e86f7745d585a2b9e,4In. Gen1,Attachments,0 None
_58ac1bf086f77420ed183f9f,SIG F.K.,Attachments,0 None
_57c9a89124597704ee6faec1,Sig Sauer FDE pistol grip for P226 (Combat),Attachments,0 None
_5b31163c5acfc400153b71cb,Rom. Base,Attachments,0 None
_56d5a77ed2720b90418b4568,Sig #8R,Attachments,0 None
_56d5a407d2720bb3418b456b,P226 Slide,Attachments,0 None
_5b3116595acfc40019476364,Romeo 4,Attachments,0 None
_56d5a661d2720bd8418b456b,Sig #8FR,Attachments,0 None
_58949fac86f77409483e16aa,MPX Charge,Attachments,0 None
_5c6165902e22160010261b28,SRD 9,Attachments,0 None
_5cadd954ae921500103bb3c2,SM M9,Attachments,0 None
_56ea7293d2720b8d4b8b45ba,SM220-239,Attachments,0 None
_5448fe7a4bdc2d6f028b456b,Sights,Parent Element,-1 Blacklist
_5ac78a9b86f7741cca0bbd8d,Jammer,Special,0 None
_5abccb7dd8ce87001773e277,APB,Weapons P,0 None
_550aa4cd4bdc2dd8348b456c,Silencer,Parent Element,-1 Blacklist
_5abcc328d8ce8700194394f3,APB 9x18PM,Attachments,0 None
_5b363dea5acfc4771e1c5e7e,SilencerCo choke adapter for 12ga shotguns,Attachments,0 None
_59bffbb386f77435b379b9c2,Hybrid 46,Attachments,3 High
_5a32a064c4a28200741e22de,Osprey 9,Attachments,1 Low
_5b363dd25acfc4001a598fd2,Salvo 12,Attachments,3 High
_5b363e1b5acfc4771e1c5e80,Thread adapter,Attachments,0 None
_5d1b39a386f774252339976f,Tube,Barter Items,0 None
_5bc9bdb8d4351e003562b8a1,Badge,Barter Items,3 High
_574d967124597745970e7c94,SKS,Weapons AC,0 None
_587e02ff24597743df3deaeb,OP-SKS,Weapons AC,4 Ultra
_5af04e0a86f7743a532b79e2,Single-axis Fiber Optic Gyroscope 1,Quest,0 None
_5b4c72fb86f7745cef1cffc5,Single-axis Fiber Optic Gyroscope 2,Quest,0 None
_5b07db875acfc40dc528a5f6,TD120001,Attachments,3 High
_5ab8f20c86f7745cdb629fb2,Shmaska,Vanity,0 None
_574db213245977459a2f3f5d,SKS Rear,Attachments,0 None
_5c0e66e2d174af02a96252f4,Tan,Attachments,0 None
_5bd06f5d86f77427101ad47c,Slender mask,Vanity,0 None
_544fb6cc4bdc2d34748b456e,Slickers,Food,0 None
_5a29357286f77409c705e025,Sliderkey Flash drive,Quest,0 None
_590c62a386f77412b0130255,Sliderkey Secure Flash drive,Quest,0 None
_590c651286f7741e566b6461,Slim diary,Barter Items,3 High
_5d235bb686f77443f4331278,SICC,Container,5 Super
_5447b5e04bdc2d62278b4567,SMG,Parent Element,-1 Blacklist
_5e2af00086f7746d3f3c33f7,Cleaner,Barter Items,0 None
_5a0eb38b86f774153b320eb0,SMW,Keys,0 None
_5447b6254bdc2dc3278b4568,Sniper rifle,Parent Element,-1 Blacklist
_5c13cd2486f774072c757944,Soap,Barter Items,0 None
_5aafa1c2e5b5b00015042a56,unthreaded,Attachments,0 None
_5ab3afb2d8ce87001660304d,threaded,Attachments,0 None
_59e35abd86f7741778269d82,Sodium,Barter Items,0 None
_5d5d8ca986f7742798716522,SOE Micro Rig,Chest Rig,0 None
_5df8a58286f77412631087ed,Tank helmet,Helmet,0 None
_5827272a24597748c74bdeea,MTU002 L,Attachments,0 None
_58272b392459774b4c7b3ccd,MTU002 S,Attachments,0 None
_58272b842459774abc128d50,CSS-SRM-L,Attachments,0 None
_576169e62459773c69055191,Sb.7-1,Attachments,0 None
_576167ab2459773cad038c43,SOK-12 P.T.,Attachments,0 None
_5c010e350db83400232feec7,SP-8,Weapons M,0 None
_590a3c0a86f774385a33c450,Plug,Barter Items,0 None
_5447e0e74bdc2d3c308b4567,Special item,Parent Element,-1 Blacklist
_55818aeb4bdc2ddc698b456a,Special scope,Parent Element,-1 Blacklist
_57838ad32459774a17445cd2,VSS,Weapons DMR,4 Ultra
_5447bee84bdc2dc3278b4569,Special weapon,Parent Element,-1 Blacklist
_5a788089c5856700142fdd9c,Speedfeed,Attachments,0 None
_5a9ea27ca2750c00137fa672,Dynacomp,Attachments,0 None
_5e4abc1f86f774069619fbaa,Bank Robber,Chest Rig,0 None
_5e4abfed86f77406a2713cf7,Tarzan,Chest Rig,0 None
_5aafa857e5b5b00018480968,M1A,Weapons DMR,4 Ultra
_57347d8724597744596b4e76,Squash,Food,2 Medium
_59f99a7d86f7745b134aa97b,9x21 SR1-MP,Attachments,0 None
_5a27bad7c4a282000b15184b,SR1MP 4x,Attachments,0 None
_5a27b6bec4a282000e496f78,SR1MP,Attachments,0 None
_5a27b3d0c4a282000d721ec1,SR1MP s.mount,Attachments,0 None
_5a27b281c4a28200741e1e52,SR1MP 1x,Attachments,0 None
_5c4ee3d62e2216152006f302,Mk.2.0,Attachments,0 None
_5cc9a96cd7f00c011c04e04a,SRVV,Attachments,0 None
_5cc9ad73d7f00c000e2579d4,SRVV 7.62x39 AK muzzlebrake & compensator,Attachments,0 None
_590c392f86f77444754deb29,SSD,Barter Items,3 High
_5c06c6a80db834001b735491,1968 steel helmet,Helmet,0 None
_5ab8ebf186f7742d8b372e80,Attack 2,Backpack,5 Super
_5aa7d193e5b5b000171d063f,Sphere-S,Helmet,0 None
_5661632d4bdc2d903d8b456b,Stackable item,Parent Element,-1 Blacklist
_57d14e1724597714010c3f4b,PP91 Std,Attachments,0 None
_57d1519e24597714373db79d,Standard 9x18PM 30-round magazine for PP-91,Attachments,0 None
_5de8e8dafd6b4e6e2276dc32,MP9 15,Attachments,0 None
_5de8ea8ffd6b4e6e2276dc35,MP9 20,Attachments,0 None
_5de8eaadbbaf010b10528a6d,MP9 25,Attachments,0 None
_5de8eac42a78646d96665d91,MP9 30,Attachments,0 None
_5a17fb03fcdbcbcae668728f,APS std.,Attachments,0 None
_5d2f213448f0355009199284,Standard MP5 20-round 9x19 magazine,Attachments,0 None
_5926c3b286f774640d189b6b,9x19 MP5,Attachments,0 None
_5ba264f6d4351e0034777d52,MP7 20,Attachments,0 None
_5ba2657ed4351e0035628ff2,MP7 30,Attachments,0 None
_5ba26586d4351e44f824b340,MP7 40,Attachments,0 None
_5c5db6552e2216001026119d,Standard MPX 20-round 9x19 magazine,Attachments,0 None
_5894a05586f774094708ef75,9x19 MPX,Attachments,0 None
_599860ac86f77436b225ed1a,9x19 PP-19-01,Attachments,0 None
_571a282c2459771fb2755a69,TT grips,Attachments,0 None
_5c7d560b2e22160bc12c6139,AMSS,Attachments,0 None
_59db3acc86f7742a2c4ab912,Stark AR RG,Attachments,0 None
_59db3b0886f77429d72fb895,Stark AR Rifle Grip (FDE) for AR-15-compatible weapons,Attachments,0 None
_566abbb64bdc2d144c8b457d,Stash,Parent Element,-1 Blacklist
_566abbc34bdc2d92178b4576,Stash 10x23,Stash,0 None
_5811ce572459770cba1a34ea,Stash 10x33,Stash,0 None
_5811ce662459770f6f490f32,Stash 10x43,Stash,0 None
_5811ce772459770e9e5f9532,Stash 10x63,Stash,0 None
_5963866b86f7747bfa1c4462,Stash 8x40,Stash,0 None
_5963866286f7747bf429b572,Stash 8x6,Stash,0 None
_567583764bdc2d98058b456e,Stationary container,Parent Element,-1 Blacklist
_5a17f98cfcdbcb0980087290,APS,Weapons P,0 None
_5d2369418abbc306c62e0c80,Dbal PL,Attachments,0 None
_5448f3a64bdc2d60728b456a,Stimulator,Parent Element,-1 Blacklist
_5c6d5d8b2e221644fc630b39,Stngr Vypr,Attachments,0 None
_55818a594bdc2db9688b456a,Stock,Parent Element,-1 Blacklist
_5bfe7fb30db8340018089fed,12003,Attachments,0 None
_56e05b06d2720bb2668b4586,PB-S,Attachments,0 None
_5734770f24597738025ee254,Strike Cigarettes,Barter Items,0 None
_5a9d6d21a2750c00137fa649,Bridge,Attachments,0 None
_5c6d11152e2216000f2003e7,CRUX Handguard,Attachments,0 None
_5a7b32a2e899ef00135e345a,G4,Attachments,0 None
_5a9d6d00a2750c5c985b5305,4 in. SI,Attachments,0 None
_5a9d6d13a2750c00164f6b03,6In. SI,Attachments,0 None
_5a9d56c8a2750c0032157146,TRAX 1,Attachments,0 None
_5a9d6d34a2750c00141e07da,TRAX 2,Attachments,0 None
_5d00e0cbd7ad1a6c6566a42d,Viper,Attachments,0 None
_5d00f63bd7ad1a59283b1c1e,Strike Industries Viper carbine length M-LOK foregrip (FDE) for AR-15,Attachments,0 None
_59984ab886f7743e98271174,PP-19-01,Weapons SMG,0 None
_5c7fb51d2e2216001219ce11,SF3P,Attachments,0 None
_55d6190f4bdc2d87028b4567,M MONSTER,Attachments,0 None
_55d614004bdc2d86028b4568,MONSTER,Attachments,0 None
_5c6d710d2e22165df16b81e7,WarComp,Attachments,0 None
_5a7b483fe899ef0016170d15,XC1,Attachments,0 None
_5d02797c86f774203f38e30a,Surv12,Meds,2 Medium
_5e2af37686f774755a234b65,SurvL ,Barter Items,0 None
_56083eab4bdc2d26448b456a,SV-98 HR,Attachments,0 None
_55801eed4bdc2d89578b4588,SV-98,Weapons SR,4 Ultra
_560e620e4bdc2d724b8b456b,SV-98 STD,Attachments,0 None
_5dff8db859400025ea5150d4,SVD Low,Attachments,0 None
_5c46fbd72e2216398b5a8c9c,SVDS,Weapons DMR,4 Ultra
_5c471ba12e221602b3137d76,SVDS fs,Attachments,0 None
_5c471c842e221615214259b5,SVDS G.Tube,Attachments,0 None
_5c471b7e2e2216152006e46c,SVDS rs.,Attachments,0 None
_5c471c2d2e22164bef5d077f,SVDS LB,Attachments,0 None
_593a87af86f774122f54a951,Syringe with a chemical,Quest,0 None
_5c0a840b86f7742ffa4f2482,T H I C C,Container,5 Super
_5b6d9ce188a4501afc1b2b25,T H I C C Weapon case,Container,5 Super
_5df36948bb49d91fb446d5ad,T-5000 pad,Attachments,0 None
_5c110624d174af029e69734c,T-7,Attachments,5 Super
_59db7eed86f77461f8380365,TA51,Attachments,0 None
_5bbde41ed4351e003562b038,pgmn,Attachments,0 None
_5bbdb83fd4351e44f824c44b,Tanker,Attachments,0 None
_5648b6ff4bdc2d3d1c8b4581,TT 10000,Attachments,3 High
_5649d9a14bdc2d79388b4580,TT01,Attachments,3 High
_5aa2ba19e5b5b00014028f4e,Fleece,Vanity,0 None
_557ff21e4bdc2d89578b4586,TGlass,Vanity,0 None
_5ab8f04f86f774585f4237d8,Sling,Backpack,0 None
_5a0abb6e1526d8000a025282,TT AKM,Attachments,0 None
_558032614bdc2de7118b4585,Tango Down Stubby BGV-MK46K tactical grip Black,Attachments,0 None
_58c157be86f77403c74b2bb6,Tango Down Stubby BGV-MK46K tactical grip FDE,Attachments,0 None
_58c157c886f774032749fb06,BGV-MK46K,Attachments,0 None
_5afd7e095acfc40017541f61,TAPCO Tube,Attachments,0 None
_5afd7ded5acfc40017541f5e,Tapco intrafuse stock,Attachments,0 None
_5947f92f86f77427344a76b1,SAW,Attachments,0 None
_5b099b965acfc400186331e6,SAW SA-58,Attachments,0 None
_5947fa2486f77425b47c1a9b,TAPCO SAW-Style FDE pistol grip for AK,Attachments,0 None
_5afd7e445acfc4001637e35a,SAW SKS,Attachments,0 None
_57514643245977207f2c2d09,TarCola,Food,2 Medium
_5d1b198cd7ad1a604869ad72,TDI AKM-L handguard for AK,Attachments,0 None
_5d4aaa73a4b9365392071175,AKM-L,Attachments,0 None
_5d4aaa54a4b9365392071170,TDI AKM-L handguard for AK Anodized Red,Attachments,0 None
_5e00c1ad86f774747333222c,Team Wendy EXFIL Ballistic Helmet Black,Helmet,4 Ultra
_5e01ef6886f77445f643baa4,EXFIL,Helmet,4 Ultra
_590c639286f774151567fa95,Manual,Barter Items,0 None
_5d6fd45b86f774317075ed43,Technical Supply Crate,Lootable,0 None
_5c94bbff86f7747ee735c08f,Keycard,Keys,3 High
_5c12620d86f7743f8b198b72,Tetriz,Barter Items,3 High
_5bc5a351d4351e003477a414,TPP,Attachments,0 None
_564caa3d4bdc2d17108b458e,TGP-A,Attachments,1 Low
_5a0448bc86f774736f14efa8,The key to the closed premises of the sanatorium,Quest,0 None
_5913877a86f774432f15d444,Storage,Keys,0 None
_5d21f59b6dbe99052b54ef83,ThermalVision,Parent Element,-1 Blacklist
_5c4eec9b2e2216398b5aaba2,Thread adapter 7.62x54 for SV-98,Attachments,0 None
_59e8a00d86f7742ad93b569c,Thread protection for AKM/VPO-209,Attachments,0 None
_5a6b585a8dc32e5a9c28b4f1,AW TP,Attachments,0 None
_5d3eb59ea4b9361c284bb4b2,57 tr. 5.7x28,Attachments,0 None
_5a6b5e468dc32e001207faf5,Glock 9x19 DD,Attachments,0 None
_5a6b5b8a8dc32e001207faf3,Glock 9x19 AW,Attachments,0 None
_5a6b5ed88dc32e000c52ec86,Glock 9x19 SAI,Attachments,0 None
_5cadc1c6ae9215000f2775a4,M9A3 tr. 9x19,Attachments,0 None
_587de4282459771bca0ec90b,P226 tr. 9x19,Attachments,0 None
_543be6564bdc2df4348b4568,Throwable weapon,Parent Element,-1 Blacklist
_5d440625a4b9361eec4ae6c5,223CB,Attachments,0 None
_5d443f8fa4b93678dd4a01aa,30CB,Attachments,0 None
_5d44064fa4b9361e4f6eb8b5,Ultra 5,Attachments,0 None
_5cf79599d7f00c10875d9212,TR,Attachments,0 None
_5c6beec32e221601da3578f2,TJ,Attachments,0 None
_5c13cef886f774072e618e82,TP,Barter Items,0 None
_57864bb7245977548b3b66c2,Tool,Parent Element,-1 Blacklist
_5909d50c86f774659e6aaebe,Toolbox,Lootable,0 None
_57347c93245977448d35f6e3,Toothpaste,Barter Items,0 None
_5a29284f86f77463ef3db363,Toughbook reinforced laptop,Quest,0 None
_5a38eecdc4a282329a73b512,TOZ-106 PG,Attachments,0 None
_59eb7ebe86f7740b373438ce,6P29M,Attachments,0 None
_5a38ef1fc4a282000b1521f6,TOZ-106 Stock,Attachments,0 None
_5a38e6bac4a2826c6e06d79b,TOZ-106,Weapons SG,0 None
_5c61627a2e22160012542c55,106 mount,Attachments,0 None
_5913611c86f77479e0084092,Trailer park cabin key,Keys,0 None
_56e33680d2720be2748b4576,T-Bag,Backpack,0 None
_59db7e1086f77448be30ddf3,TA11D,Attachments,0 None
_5c05295e0db834001a66acbb,Trij.Bck-up,Attachments,0 None
_5c05293e0db83400232fff80,TA01NSN,Attachments,0 None
_5c052a900db834001a66acbd,Trijicon ACOG TA01NSN 4x32 scope TAN,Attachments,0 None
_5a1eaa87fcdbcb001865f75e,REAP-IR,Attachments,5 Super
_5a32aa8bc4a2826c6e06d737,RMR,Attachments,0 None
_5a32aa0cc4a28232996e405f,RM50,Attachments,0 None
_5a33bab6c4a28200741e22f8,RM35,Attachments,0 None
_5d2da1e948f035477b1ce2ba,SRS-02,Attachments,0 None
_5ca20abf86f77418567a43f2,Triton,Chest Rig,0 None
_59fb137a86f7740adb646af1,Monster Claw,Attachments,0 None
_5c6d46132e221601da357d56,Battlemag,Attachments,0 None
_5cc9b815d7f00c000e2579d6,Claymore,Attachments,0 None
_5c6c2c9c2e2216000f2002e4,Troy M-LOK,Attachments,0 None
_591aef7986f774139d495f03,Troy M7A1 PDW stock,Attachments,0 None
_591af10186f774139d495f0e,M7A1PDW,Attachments,0 None
_5b4736a986f774040571e998,QARS 3.2in.,Attachments,0 None
_5b4736b986f77405cb415c10,QARS 4.2in.,Attachments,0 None
_5ab372a310e891001717f0d8,S.A.S.S.,Attachments,0 None
_5a7d9104159bd400134c8c21,Truglo TFX Glock front sight,Attachments,0 None
_5a7d912f159bd400165484f3,Glock TFX,Attachments,0 None
_57347cd0245977445a2d6ff1,T-Plug,Barter Items,0 None
_57c450252459772d28133253,VAL Stock,Attachments,0 None
_56e05a6ed2720bd0748b4567,Bakelite PB,Attachments,0 None
_578395e82459774a0e553c7b,VSS Stock,Attachments,0 None
_571a12c42459771f627b58a0,TT,Weapons P,0 None
_5b3b713c5acfc4330140bd8d,TT (gold),Weapons P,0 None
_571a29dc2459771fb2755a6a,TT-105,Attachments,0 None
_5e2af22086f7746d3f3c33fa,Poxeram,Barter Items,0 None
_5e00cdd986f7747473332240,FShield,Attachments,4 Ultra
_5e01f37686f774773c6f6c15,TW EXFIL Ballistic helmet face shield (coyote),Attachments,4 Ultra
_5e00cfa786f77469dc6e5685,TW EXFIL Ear Covers Black,Attachments,0 None
_5e01f31d86f77465cf261343,TW Ears,Attachments,0 None
_5d2c772c48f0355d95672c25,Dog leg,Attachments,0 None
_55818b014bdc2ddc698b456b,UBGL,Parent Element,-1 Blacklist
_5947e98b86f774778f1448bc,UBR GEN2 black stock,Attachments,0 None
_5947eab886f77475961d96c5,UBR GEN2,Attachments,0 None
_5c052fb986f7746b2101e909,RFIDR,Barter Items,5 Super
_59ccfdba86f7747f2109a587,M1-B,Attachments,0 None
_5648b2414bdc2d3b4c8b4578,UltiMAK M1-B handguard for AK,Attachments,0 None
_5e42c71586f7747f245e1343,Med.St.,Keys,5 Super
_57d17c5e2459775a5c57d17d,WF501B,Attachments,0 None
_590a3d9c86f774385926e510,UV Lamp,Barter Items,0 None
_5a7b4900e899ef197b331a2a,UM3,Attachments,0 None
_5929a2a086f7744f4b234d43,6sh112,Chest Rig,0 None
_593962ca86f774068014d9af,Unk. key,Keys,0 None
_5aa7d03ae5b5b00016327db5,UNTAR,Helmet,0 None
_5a1ead28fcdbcb001912fa9f,DLOC-IRD,Attachments,0 None
_5c0e2f26d174af02a9625114,2-15 Upper,Attachments,0 None
_5e0090f7e9dc277128008b93,Upper receiver B&T 9x19 for MP9 SMG,Attachments,0 None
_5de8e67c4a9f347bc92edbd7,MP9-N Upper,Attachments,0 None
_55d355e64bdc2d962f8b4569,M4A1 Upper,Attachments,0 None
_5bb20d53d4351e4502010a69,416A5 Upper,Attachments,0 None
_5df8e4080b92095fd441e594,SR-25 Upper,Attachments,0 None
_5894a5b586f77426d2590767,MPX 1 gen.,Attachments,0 None
_5d123102d7ad1a004e475fe5,"URX 3 8""",Attachments,0 None
_5d122e7bd7ad1a07102d6d7f,"URX 3.1 10.75""",Attachments,0 None
_5df916dfbb49d91fb446d6b9,"URX-4 14.5""",Attachments,0 None
_5c6bf4aa2e2216001219b0ae,US Palm AK,Attachments,0 None
_5909e99886f7740c983b9984,USB-A,Barter Items,0 None
_5aa2a7e8e5b5b00016327c16,USEC,Barter Items,0 None
_5b40e61f5acfc4001a599bec,USEC baseball cap black,Vanity,0 None
_5da743f586f7744014504f72,USEC key,Keys,5 Super
_59e7708286f7742cbd762753,Ushanka,Vanity,0 None
_5cf639aad7f00c065703d455,USP-1 eyecup,Attachments,0 None
_55d4af3a4bdc2d972f8b456f,LPA2F,Attachments,0 None
_593d1fa786f7746da62d61ac,SKS SOCOM,Attachments,0 None
_5aa2ba46e5b5b000137b758d,UXPRO,Vanity,0 None
_5e2af51086f7746d3f3c3402,UZGRM grenade fuze,Barter Items,0 None
_5c0505e00db834001b735073,1P87,Attachments,0 None
_5c0517910db83400232ffee5,PS320 1/6x,Attachments,0 None
_5755383e24597772cb798966,Vaseline,Meds,2 Medium
_5913651986f774432f15d132,Sixpack,Keys,0 None
_5df8a42886f77412640e2e75,MPPV,Chest Rig,4 Ultra
_5c7951452e221644f31bfd5c,Antidote,Attachments,0 None
_59e6687d86f77411d949b251,AKM/VPO-209,Weapons AR,0 None
_5c501a4d2e221602b412b540,Hunter,Weapons AC,0 None
_59e6152586f77473dc057aa1,Vepr KM/VPO-136,Weapons AR,0 None
_591af28e86f77414a27a9e1d,UVG Tactical,Attachments,0 None
_5c05308086f7746b2101e90b,Virtex,Barter Items,5 Super
_5448e5724bdc2ddf718b4568,Visors,Parent Element,-1 Blacklist
_57513fcc24597720a31c09a6,Vita juice,Food,0 None
_59bfc5c886f7743bf6794e62,Vityaz sil.,Attachments,0 None
_5ab8ee7786f7742d8f33f0b9,ArmyBag,Backpack,0 None
_5b7be4575acfc400161d0832,2 in. Vltor,Attachments,0 None
_5b7be4645acfc400170e2dcc,4 in. Vltor,Attachments,0 None
_5b7be46e5acfc400170e2dcf,5 in.Vltor,Attachments,0 None
_5b7bedd75acfc43d825283f9,CASV FAL Handguard,Attachments,0 None
_5b7bee755acfc400196d5383,CASV FAS Handguard,Attachments,0 None
_59e0bdb186f774156f04ce82,2In. CASV,Attachments,0 None
_59e0be5d86f7742d48765bd2,4 in. CASV,Attachments,0 None
_59e0bed186f774156f04ce84,6In. CAS,Attachments,0 None
_5c17664f2e2216398b5a7e3c,CMRD,Attachments,1 Low
_59bfe68886f7746004266202,MUR-1S Upper,Attachments,1 Low
_5e32f56fcb6d5863cc5e5ee4,VOG-17,Weapons T,1 Low
_5e340dcdcb6d5863cc5e5efb,VOG-25,Weapons T,1 Low
_5dff772da3651922b360bf91,VOMZ Pilad 4x32 riflescope,Attachments,0 None
_584984812459776a704a82a6,P1X42,Attachments,0 None
_5addbba15acfc400185c2854,Vortex DC,Attachments,0 None
_59f9d81586f7744c7506ee62,UH-1,Attachments,0 None
_5c5039be2e221602b177c9ff,VPO-101 G.Tube,Attachments,0 None
_5c503b1c2e221602b21d6e9d,Vepr Rear,Attachments,0 None
_5de6556a205ddc616a6bc4f7,215 Pr.,Attachments,0 None
_5c05300686f7746dce784e5d,VPX,Barter Items,3 High
_5cf656f2d7f00c06585fb6eb,VS-24 Handguard with a VS-33c gas block combo for AK,Attachments,0 None
_5d4aab30a4b9365435358c55,VS Combo,Attachments,0 None
_57838c962459774a1651ec63,VSS suppressor,Attachments,0 None
_578395402459774a256959b5,Ksk VSS,Attachments,0 None
_57838e1b2459774a256959b1,VSS Rear,Attachments,0 None
_5b3b6e495acfc4330140bd88,Vulcan MG 3.5x,Attachments,0 None
_5b3cbc235acfc4001863ac44,Vulcan MG eyecup,Attachments,0 None
_5ca20ee186f774799474abc2,LShZ-5,Helmet,0 None
_5ca2113f86f7740b2547e1d2,Vulkan-5 face shield (85/85),Attachments,0 None
_544901bf4bdc2ddf018b456d,Wad of roubles,Money,0 None
_5e4d34ca86f774264f758330,Razor,Headset,4 Ultra
